system   D            wsystem.c:583  maybe_parent_dir                 [   0.00035] Also searching E:\Visual Studio\Projects\SummerProject\
display  D   display_settings.c:377  _al_score_display_settings       [   0.02055] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02056] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02056] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02057] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02058] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02059] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02060] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02061] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02061] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02062] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02063] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02064] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02065] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02065] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02066] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02068] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02069] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02071] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02072] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02072] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02073] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02074] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02075] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02076] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02077] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02077] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02078] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02079] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02080] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02081] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02082] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02082] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02083] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02084] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02085] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02086] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02087] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02087] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02088] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02089] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02090] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02091] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02092] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02092] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02093] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02094] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02095] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02096] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02096] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02097] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02098] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02099] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02100] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02101] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02102] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02102] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02103] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02104] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.02105] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02106] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02106] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02107] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02108] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02109] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02110] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02111] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02111] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02112] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02113] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02114] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02115] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.02116] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.02116] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.02122] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.02157] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.02159] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.03430] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.06962] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.06966] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.06968] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.06977] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.06979] Returning d3d_display: 00505340
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.06980] al_display=00505340
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.06981] al_display->vt=00504F10
audio-dsound D           dsound.cpp:244  _dsound_open                     [   0.07142] Loading DirectSound module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.07150] Also searching E:\Visual Studio\Projects\SummerProject\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.07176] PathFindOnPath found: C:\Windows\system32\dsound.dll
system   D            wsystem.c:544  load_library_at_path             [   0.07177] Calling LoadLibrary C:\Windows\system32\dsound.dll
system   I            wsystem.c:547  load_library_at_path             [   0.07290] Loaded C:\Windows\system32\dsound.dll
audio-dsound I           dsound.cpp:261  _dsound_open                     [   0.07294] Starting DirectSound...
audio-dsound D           dsound.cpp:271  _dsound_open                     [   0.09826] DirectSoundCreate8 succeeded
audio    I              audio.c:288  do_install_audio                 [   0.09943] Using DirectSound driver
dtor     D               dtor.c:184  _al_register_destructor          [   0.09960] added dtor for object 051F69A8, func 0F2824D2
dtor     D               dtor.c:184  _al_register_destructor          [   0.09962] added dtor for object 051F6B28, func 0F2827A7
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10151] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10153] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10154] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10155] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10155] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10156] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10157] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10157] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10158] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.10159] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.10160] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.10161] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.10162] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10299] added dtor for object 051FC708, func 0F282595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.11331] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.11334] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13344] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13346] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13346] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13347] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13348] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13348] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13349] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13350] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.13350] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.13351] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.13351] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.13354] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.13355] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13914] added dtor for object 05205F28, func 0F282595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.14892] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.14895] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16993] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16995] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16996] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16997] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16997] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16998] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16999] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.16999] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17000] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.17001] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.17001] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.17002] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.17003] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17115] added dtor for object 051F9490, func 0F282595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17135] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17136] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.17296] Font Montserrat-Regular.ttf loaded with pixel size 0 x 24.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.17298]     ascent=23.0, descent=-6.0, height=29.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.17299] added dtor for object 052035E0, func 0F281B3B
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17317] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17319] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17319] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17320] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17321] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17321] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17322] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17323] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17323] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.17324] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.17325] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.17325] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.17326] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17350] added dtor for object 05204D30, func 0F282595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17381] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17382] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17473] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17475] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17475] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17476] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17477] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17477] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17478] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17479] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17479] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.17480] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.17481] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.17482] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.17482] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17499] added dtor for object 05204B18, func 0F282595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17513] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17514] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17589] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17590] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17591] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17592] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17593] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17593] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17594] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17594] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17595] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.17596] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.17596] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.17597] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.17598] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17618] added dtor for object 051BE678, func 0F282595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17632] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17634] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17716] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17717] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17718] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17718] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17719] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17720] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17721] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17721] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.17722] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.17723] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.17723] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.17724] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.17725] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.17739] added dtor for object 052142B8, func 0F282595
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.17751] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.17752] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21000] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21002] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21003] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21004] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21005] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21005] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21006] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21006] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.21007] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.21008] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.21008] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.21009] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.21010] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.21056] Glyph 53: 15x19 (16x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21063] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21066] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.21142] Glyph 55: 16x19 (16x20)
font     D                ttf.c:217  alloc_glyph_region               [   0.21146] Glyph 42: 14x19 (16x20)
font     D                ttf.c:217  alloc_glyph_region               [   0.21152] Glyph 56: 15x19 (16x20)
font     D                ttf.c:406  cache_glyph                      [   0.21154] Glyph 5 has zero size.
font     D                ttf.c:217  alloc_glyph_region               [   0.21158] Glyph 38: 20x19 (20x20)
font     D                ttf.c:217  alloc_glyph_region               [   0.21162] Glyph 51: 17x19 (20x20)
font     D                ttf.c:217  alloc_glyph_region               [   0.21171] Glyph 62: 18x19 (20x20)
font     D                ttf.c:217  alloc_glyph_region               [   0.21176] Glyph 48: 17x19 (20x20)
font     D                ttf.c:217  alloc_glyph_region               [   0.21179] Glyph 57: 15x19 (16x20)
font     D                ttf.c:217  alloc_glyph_region               [   0.21183] Glyph 52: 20x19 (20x20)
font     D                ttf.c:217  alloc_glyph_region               [   0.21188] Glyph 40: 18x19 (20x20)
font     D                ttf.c:217  alloc_glyph_region               [   0.21190] Glyph 46: 5x19 (8x20)
font     D                ttf.c:217  alloc_glyph_region               [   0.21194] Glyph 58: 16x19 (16x20)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.21617] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.21619] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22037] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22040] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22394] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22396] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22430] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22431] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22444] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22444] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22454] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22455] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22468] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22470] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.22513] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.22516] _al_d3d_sync_bitmap (video) ref count == 2
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [   1.92174] destroying display 00505340 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   1.92178] converting display bitmap 0521C280 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.92204] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.92205] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [   1.92233] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   1.92255] converting display bitmap 052142B8 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.92257] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.92258] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   1.92295] converting display bitmap 051BE678 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.92297] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   1.92298] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [   1.92330] converting display bitmap 05204B18 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   1.92332] _al_d3d_sync_bitmap (system) ref count == 1
